agent_name	grounding	other_mapping	cui
sulfotrans- ferase enzyme sources	(None, None)	{'TEXT': 'sulfotrans- ferase enzyme sources'}	C0014442
tea	(None, None)	{'PF': 'PF01285', 'TEXT': 'tea'}	C0039400
theaflavins	(None, None)	{'TEXT': 'theaflavins'}	C0076379
thymidine kinase	(None, None)	{'PF': 'PF00265', 'TEXT': 'thymidine kinase'}	C0040078
thymosin	(None, None)	{'PF': 'PF01290', 'TEXT': 'thymosin'}	C0040106
toxin	(None, None)	{'TEXT': 'toxin'}	C0040549
transferase	(None, None)	{'PF': 'PF02458', 'TEXT': 'transferase'}	C0040676
transporter family	(None, None)	{'TEXT': 'transporter family'}	C0015576
transporter	(None, None)	{'TEXT': 'transporter'}	C0596902
uptake transporters	(None, None)	{'TEXT': 'uptake transporters'}	C0596902
zeta	(None, None)	{'TEXT': 'zeta'}	C1719914
-amylase	(None, None)	{'TEXT': 'α-amylase'}	C0002712
-asarone	(None, None)	{'TEXT': 'α-asarone'}	C4309358
-glucosidase	(None, None)	{'TEXT': 'α-glucosidase'}	C0017764
-estradiol	(None, None)	{'TEXT': 'β-estradiol'}	C0014912
-hydroxylase	(None, None)	{'TEXT': 'β-hydroxylase'}	C0020364
mol	(None, None)	{'TEXT': 'μmol'}	C0324740
-amylase	(None, None)	{'TEXT': '␣-amylase'}	C0002712
"-tubulin
antibody"	(None, None)	{'TEXT': '␣-tubulin\nantibody'}	C0041348
cacy	(None, None)	{'TEXT': 'ﬁcacy'}	C1419788
ne	(None, None)	{'TEXT': 'ﬁne'}	C0027608
rst	(None, None)	{'TEXT': 'ﬁrst'}	C1425219
ciprofloxacin	('CHEBI', 'CHEBI:100241')	{'CHEBI': 'CHEBI:100241', 'TEXT': 'Ciprofloxacin', 'HMDB': 'HMDB0014677', 'CAS': '85721-33-1', 'PUBCHEM': '2764', 'CHEMBL': 'CHEMBL8', 'MESH': 'D002939', 'DRUGBANK': 'DB00537'}	C0008809
ciprofloxacin	('CHEBI', 'CHEBI:100241')	{'CHEBI': 'CHEBI:100241', 'TEXT': 'ciprofloxacin', 'HMDB': 'HMDB0014677', 'CAS': '85721-33-1', 'PUBCHEM': '2764', 'CHEMBL': 'CHEMBL8', 'MESH': 'D002939', 'DRUGBANK': 'DB00537'}	C0008809
wogonin	('CHEBI', 'CHEBI:10043')	{'PUBCHEM': '5281703', 'CHEBI': 'CHEBI:10043', 'CAS': '632-85-9', 'CHEMBL': 'CHEMBL16171', 'TEXT': 'wogonin'}	C0251223
sorbinil	('CHEBI', 'CHEBI:102029')	{'CHEBI': 'CHEBI:102029', 'TEXT': 'sorbinil', 'CAS': '68367-52-2', 'DRUGBANK': 'DB02712', 'CHEMBL': 'CHEMBL266497', 'PUBCHEM': '337359'}	C0074909
erlotinib	('CHEBI', 'CHEBI:114785')	{'PUBCHEM': '176870', 'CHEBI': 'CHEBI:114785', 'CHEMBL': 'CHEMBL553', 'HMS-LINCS': '10097', 'LINCS': 'LSM-1097', 'CAS': '183321-74-6', 'DRUGBANK': 'DB00530', 'HMDB': 'HMDB0014671', 'TEXT': 'erlotinib'}	C1135135
oleamide	('CHEBI', 'CHEBI:116314')	{'PUBCHEM': '5283387', 'TEXT': 'eld', 'CHEMBL': 'CHEMBL15927', 'CHEBI': 'CHEBI:116314', 'CAS': '301-02-0', 'HMDB': 'HMDB0002117'}	C2985160
3beta-hydroxy-5alpha-pregnan-20-one	('CHEBI', 'CHEBI:11909')	{'PUBCHEM': '92787', 'TEXT': 'allopregnanolone', 'CHEMBL': 'CHEMBL2057301', 'CHEBI': 'CHEBI:11909', 'DRUGBANK': 'DB12972', 'CAS': '516-55-2', 'HMDB': 'HMDB0001455'}	C0376202
LSM-36909	('CHEBI', 'CHEBI:125421')	{'PUBCHEM': '14403', 'TEXT': 'AFB1', 'CHEBI': 'CHEBI:125421'}	C0085180
2S,4R,5S,6R-6-hydroxymethyloxane-2,4,5-triol	('CHEBI', 'CHEBI:125684')	{'PUBCHEM': '9062', 'TEXT': '2-Deoxyglucose', 'CHEBI': 'CHEBI:125684'}	C0011501
oxypaeoniflorin	('CHEBI', 'CHEBI:132789')	{'CHEBI': 'CHEBI:132789', 'TEXT': 'oxypaeoniflorin', 'CAS': '39011-91-1', 'PUBCHEM': '21631105'}	C0626233
albiflorin	('CHEBI', 'CHEBI:132793')	{'CHEBI': 'CHEBI:132793', 'TEXT': 'albiflorin', 'CAS': '39011-90-0', 'PUBCHEM': '24868421'}	C0102081
oxalate	('CHEBI', 'CHEBI:132952')	{'CHEBI': 'CHEBI:132952', 'TEXT': 'Oxalate', 'MESH': 'D010070'}	C0029988
NADPH	('CHEBI', 'CHEBI:13392')	{'CHEBI': 'CHEBI:13392', 'TEXT': 'NAD (P) H'}	C0027270
auraptene	('CHEBI', 'CHEBI:134355')	{'CHEBI': 'CHEBI:134355', 'TEXT': 'Auraptene', 'CHEMBL': 'CHEMBL307341', 'HMDB': 'HMDB0034054', 'CAS': '495-02-3', 'PUBCHEM': '1550607'}	C0538724
guggulsterone	('CHEBI', 'CHEBI:135338')	{'CHEBI': 'CHEBI:135338', 'TEXT': 'Guggulsterone', 'CAS': '95975-55-6', 'PUBCHEM': '6450278'}	C0071849
guggulsterone	('CHEBI', 'CHEBI:135338')	{'CHEBI': 'CHEBI:135338', 'TEXT': 'guggulsterone', 'CAS': '95975-55-6', 'PUBCHEM': '6450278'}	C0071849
theaflavin	('CHEBI', 'CHEBI:136609')	{'CHEBI': 'CHEBI:136609', 'TEXT': 'theaflavin', 'CAS': '4670-05-7', 'HMDB': 'HMDB0005788', 'PUBCHEM': '135403798', 'CHEMBL': 'CHEMBL346119'}	C0076379
theaflavin	('CHEBI', 'CHEBI:136609')	{'CHEBI': 'CHEBI:136609', 'TEXT': 'Theaflavin', 'CAS': '4670-05-7', 'HMDB': 'HMDB0005788', 'PUBCHEM': '135403798', 'CHEMBL': 'CHEMBL346119'}	C0076379
3,3',4,4'-tetrachlorobiphenyl	('CHEBI', 'CHEBI:1367')	{'PUBCHEM': '36187', 'TEXT': 'PCB 77', 'CHEMBL': 'CHEMBL344161', 'CHEBI': 'CHEBI:1367', 'CAS': '32598-13-3'}	C0612294
bile acids	('CHEBI', 'CHEBI:138366')	{'CHEBI': 'CHEBI:138366', 'TEXT': 'bile  acids'}	C0005390
bile acids	('CHEBI', 'CHEBI:138366')	{'CHEBI': 'CHEBI:138366', 'TEXT': 'bile acids'}	C0005390
3,4-dihydroxyphenylethyleneglycol	('CHEBI', 'CHEBI:1387')	{'PUBCHEM': '91528', 'TEXT': 'DHPG', 'CHEBI': 'CHEBI:1387', 'CAS': '3343-19-9', 'HMDB': 'HMDB0000318'}	C0017066
1,5-Dicaffeoylquinic acid	('CHEBI', 'CHEBI:142446')	{'CHEBI': 'CHEBI:142446', 'TEXT': '1,5-Dicaffeoylquinic acid'}	C3816745
1,5-Dicaffeoylquinic acid	('CHEBI', 'CHEBI:142446')	{'CHEBI': 'CHEBI:142446', 'TEXT': '1,5-dicaffeoylquinic acid'}	C3816745
monosodium urate	('CHEBI', 'CHEBI:143125')	{'CHEBI': 'CHEBI:143125', 'TEXT': 'monosodium urate', 'CHEMBL': 'CHEMBL2079813', 'PUBCHEM': '135532293', 'CAS': '1198-77-2'}	C0037564
acetylcholine	('CHEBI', 'CHEBI:15355')	{'CHEBI': 'CHEBI:15355', 'PUBCHEM': '187', 'MESH': 'D000109', 'CAS': '51-84-3', 'CHEMBL': 'CHEMBL667', 'DRUGBANK': 'DB03128', 'HMDB': 'HMDB0000895', 'TEXT': 'ACh'}	C0001041
acetylcholine	('CHEBI', 'CHEBI:15355')	{'CHEBI': 'CHEBI:15355', 'TEXT': 'acetylcholine', 'PUBCHEM': '187', 'MESH': 'D000109', 'CAS': '51-84-3', 'CHEMBL': 'CHEMBL667', 'DRUGBANK': 'DB03128', 'HMDB': 'HMDB0000895'}	C0001041
acetylsalicylic acid	('CHEBI', 'CHEBI:15365')	{'CHEBI': 'CHEBI:15365', 'TEXT': 'Acetylsalicylic acid', 'HMDB': 'HMDB0001879', 'DRUGBANK': 'DB00945', 'PUBCHEM': '2244', 'CHEMBL': 'CHEMBL25', 'CAS': '50-78-2', 'MESH': 'D001241'}	C0004057
acetylsalicylic acid	('CHEBI', 'CHEBI:15365')	{'PUBCHEM': '2244', 'TEXT': 'Aspirin', 'HMDB': 'HMDB0001879', 'DRUGBANK': 'DB00945', 'CHEMBL': 'CHEMBL25', 'CAS': '50-78-2', 'MESH': 'D001241', 'CHEBI': 'CHEBI:15365'}	C0004057
acetic acid	('CHEBI', 'CHEBI:15366')	{'CHEBI': 'CHEBI:15366', 'TEXT': 'acetic acid', 'PUBCHEM': '176', 'CHEMBL': 'CHEMBL539', 'DRUGBANK': 'DB03166', 'CAS': '64-19-7', 'HMDB': 'HMDB0000042'}	C0148405
acetic acid	('CHEBI', 'CHEBI:15366')	{'PUBCHEM': '176', 'TEXT': 'vinegar', 'CHEBI': 'CHEBI:15366', 'CHEMBL': 'CHEMBL539', 'DRUGBANK': 'DB03166', 'CAS': '64-19-7', 'HMDB': 'HMDB0000042'}	C0148405
dioxygen	('CHEBI', 'CHEBI:15379')	{'HMDB': 'HMDB0001377', 'CHEBI': 'CHEBI:15379', 'PUBCHEM': '977', 'DRUGBANK': 'DB09140', 'MESH': 'D010100', 'CAS': '7782-44-7', 'CHEMBL': 'CHEMBL1234886', 'TEXT': 'oxygen'}	C0302920
ATP	('CHEBI', 'CHEBI:15422')	{'HMDB': 'HMDB0000538', 'PUBCHEM': '5957', 'CHEBI': 'CHEBI:15422', 'CAS': '56-65-5', 'DRUGBANK': 'DB00171', 'CHEMBL': 'CHEMBL14249', 'MESH': 'D000255', 'TEXT': 'ATP'}	C2744579
prostaglandin E2	('CHEBI', 'CHEBI:15551')	{'CHEBI': 'CHEBI:15551', 'MESH': 'D015232', 'CHEMBL': 'CHEMBL548', 'DRUGBANK': 'DB00917', 'PUBCHEM': '5280360', 'CAS': '363-24-6', 'HMDB': 'HMDB0001220', 'TEXT': 'PGE2'}	C0033559
15S-HETE	('CHEBI', 'CHEBI:15558')	{'PUBCHEM': '5280724', 'TEXT': '15-HETE', 'CHEMBL': 'CHEMBL594621', 'CAS': '54845-95-3', 'HMDB': 'HMDB0003876', 'CHEBI': 'CHEBI:15558'}	C0044887
Ala-Pro zwitterion	('CHEBI', 'CHEBI:155848')	{'PUBCHEM': '11892823', 'TEXT': 'AP', 'CHEMBL': 'CHEMBL414828', 'HMDB': 'HMDB0028695', 'CHEBI': 'CHEBI:155848', 'CAS': '13485-59-1'}	C0002680
thromboxane A2	('CHEBI', 'CHEBI:15627')	{'PUBCHEM': '5280497', 'TEXT': 'cid', 'CAS': '57576-52-0', 'HMDB': 'HMDB0001452', 'CHEBI': 'CHEBI:15627', 'MESH': 'D013928'}	C0040057
2'-deoxycytidine	('CHEBI', 'CHEBI:15698')	{'CHEBI': 'CHEBI:15698', 'PUBCHEM': '13711', 'HMDB': 'HMDB0000014', 'DRUGBANK': 'DB02594', 'MESH': 'D003841', 'CAS': '951-77-9', 'CHEMBL': 'CHEMBL66115', 'TEXT': 'deoxycytidine'}	C0011485
UTP	('CHEBI', 'CHEBI:15713')	{'CHEBI': 'CHEBI:15713', 'TEXT': 'UTP', 'DRUGBANK': 'DB04005', 'PUBCHEM': '6133', 'MESH': 'D014544', 'HMDB': 'HMDB0000285', 'CAS': '63-39-8', 'CHEMBL': 'CHEMBL336296'}	C0042010
staurosporine	('CHEBI', 'CHEBI:15738')	{'PUBCHEM': '44259', 'CHEBI': 'CHEBI:15738', 'CAS': '62996-74-1', 'LINCS': 'LSM-1103', 'HMS-LINCS': '10103', 'CHEMBL': 'CHEMBL388978', 'DRUGBANK': 'DB02010', 'MESH': 'D019311', 'TEXT': 'staurosporine'}	C0075193
hexadecanoic acid	('CHEBI', 'CHEBI:15756')	{'PUBCHEM': '985', 'CHEBI': 'CHEBI:15756', 'HMDB': 'HMDB0000220', 'DRUGBANK': 'DB03796', 'MESH': 'D019308', 'CAS': '57-10-3', 'CHEMBL': 'CHEMBL82293', 'TEXT': 'palmitate'}	C3503116
hexadecanoic acid	('CHEBI', 'CHEBI:15756')	{'PUBCHEM': '985', 'TEXT': 'Palmitate', 'DRUGBANK': 'DB03796', 'MESH': 'D019308', 'HMDB': 'HMDB0000220', 'CHEBI': 'CHEBI:15756', 'CAS': '57-10-3', 'CHEMBL': 'CHEMBL82293'}	C3503116
polypeptide	('CHEBI', 'CHEBI:15841')	{'CHEBI': 'CHEBI:15841', 'TEXT': 'polypeptide'}	C1305923
arachidonic acid	('CHEBI', 'CHEBI:15843')	{'CHEBI': 'CHEBI:15843', 'TEXT': 'arachidonic acid', 'CAS': '506-32-1', 'CHEMBL': 'CHEMBL15594', 'PUBCHEM': '444899', 'HMDB': 'HMDB0001043', 'DRUGBANK': 'DB04557'}	C0003695
luteolin	('CHEBI', 'CHEBI:15864')	{'PUBCHEM': '5280445', 'CHEBI': 'CHEBI:15864', 'DRUGBANK': 'DB15584', 'MESH': 'D047311', 'CAS': '491-70-3', 'CHEMBL': 'CHEMBL151', 'HMDB': 'HMDB0005800', 'TEXT': 'luteolin'}	C0065264
luteolin	('CHEBI', 'CHEBI:15864')	{'CHEBI': 'CHEBI:15864', 'TEXT': 'Luteolin', 'DRUGBANK': 'DB15584', 'PUBCHEM': '5280445', 'MESH': 'D047311', 'CAS': '491-70-3', 'CHEMBL': 'CHEMBL151', 'HMDB': 'HMDB0005800'}	C0065264
phenol	('CHEBI', 'CHEBI:15882')	{'PUBCHEM': '996', 'TEXT': 'tea polyphenol', 'HMDB': 'HMDB0000228', 'DRUGBANK': 'DB03255', 'CHEMBL': 'CHEMBL14060', 'CHEBI': 'CHEBI:15882', 'CAS': '108-95-2', 'MESH': 'D019800'}	C0070570
phenol	('CHEBI', 'CHEBI:15882')	{'CHEBI': 'CHEBI:15882', 'TEXT': 'phenol', 'PUBCHEM': '996', 'HMDB': 'HMDB0000228', 'DRUGBANK': 'DB03255', 'CHEMBL': 'CHEMBL14060', 'CAS': '108-95-2', 'MESH': 'D019800'}	C0070570
sterol	('CHEBI', 'CHEBI:15889')	{'CHEBI': 'CHEBI:15889', 'TEXT': 'sterol', 'MESH': 'D013261'}	C0038323
taurine	('CHEBI', 'CHEBI:15891')	{'CHEBI': 'CHEBI:15891', 'TEXT': 'taurine', 'CAS': '107-35-7', 'PUBCHEM': '1123', 'HMDB': 'HMDB0000251', 'DRUGBANK': 'DB01956', 'CHEMBL': 'CHEMBL239243', 'MESH': 'D013654'}	C0039350
glycyrrhizinic acid	('CHEBI', 'CHEBI:15939')	{'PUBCHEM': '14982', 'TEXT': 'glycyrrhizic acid', 'CHEBI': 'CHEBI:15939', 'CAS': '1405-86-3', 'MESH': 'D019695', 'CHEMBL': 'CHEMBL441687', 'HMDB': 'HMDB0029843', 'DRUGBANK': 'DB13751'}	C0061751
GTP	('CHEBI', 'CHEBI:15996')	{'HMDB': 'HMDB0001273', 'CHEBI': 'CHEBI:15996', 'PUBCHEM': '135398633', 'DRUGBANK': 'DB04137', 'CAS': '86-01-1', 'CHEMBL': 'CHEMBL1233147', 'MESH': 'D006160', 'TEXT': 'GTP'}	C0018353
L-glutamic acid	('CHEBI', 'CHEBI:16015')	{'PUBCHEM': '33032', 'TEXT': 'L-glutamate', 'CAS': '56-86-0', 'CHEMBL': 'CHEMBL575060', 'CHEBI': 'CHEBI:16015', 'HMDB': 'HMDB0000148', 'DRUGBANK': 'DB00142'}	C0220839
adenosine 5'-monophosphate	('CHEBI', 'CHEBI:16027')	{'PUBCHEM': '6083', 'TEXT': 'adenosine  monophosphate', 'HMDB': 'HMDB0000045', 'CHEBI': 'CHEBI:16027', 'CHEMBL': 'CHEMBL752', 'DRUGBANK': 'DB00131', 'CAS': '61-19-8'}	C4285220
cytosine	('CHEBI', 'CHEBI:16040')	{'PUBCHEM': '597', 'TEXT': 'cyt', 'CHEBI': 'CHEBI:16040', 'CAS': '71-30-7', 'HMDB': 'HMDB0000630', 'CHEMBL': 'CHEMBL15913', 'MESH': 'D003596'}	C0010583
cholesterol	('CHEBI', 'CHEBI:16113')	{'CHEBI': 'CHEBI:16113', 'TEXT': 'Cholesterol', 'PUBCHEM': '5997', 'HMDB': 'HMDB0000067', 'MESH': 'D002784', 'CAS': '57-88-5', 'DRUGBANK': 'DB04540', 'CHEMBL': 'CHEMBL112570'}	C0008377
cholesterol	('CHEBI', 'CHEBI:16113')	{'CHEBI': 'CHEBI:16113', 'PUBCHEM': '5997', 'HMDB': 'HMDB0000067', 'MESH': 'D002784', 'CAS': '57-88-5', 'DRUGBANK': 'DB04540', 'CHEMBL': 'CHEMBL112570', 'TEXT': 'cholesterol'}	C0008377
berberine	('CHEBI', 'CHEBI:16118')	{'CHEBI': 'CHEBI:16118', 'PUBCHEM': '2353', 'HMDB': 'HMDB0003409', 'MESH': 'D001599', 'CAS': '2086-83-1', 'DRUGBANK': 'DB04115', 'CHEMBL': 'CHEMBL295124', 'TEXT': 'berberine'}	C0005117
berberine	('CHEBI', 'CHEBI:16118')	{'CHEBI': 'CHEBI:16118', 'TEXT': 'Berberine', 'HMDB': 'HMDB0003409', 'MESH': 'D001599', 'CAS': '2086-83-1', 'DRUGBANK': 'DB04115', 'PUBCHEM': '2353', 'CHEMBL': 'CHEMBL295124'}	C0005117
ammonia	('CHEBI', 'CHEBI:16134')	{'CHEBI': 'CHEBI:16134', 'TEXT': 'ammonia', 'PUBCHEM': '222', 'CAS': '7664-41-7', 'HMDB': 'HMDB0000051', 'MESH': 'D000641', 'CHEMBL': 'CHEMBL1160819'}	C0002607
ammonia	('CHEBI', 'CHEBI:16134')	{'CHEBI': 'CHEBI:16134', 'TEXT': 'Ammonia', 'PUBCHEM': '222', 'CAS': '7664-41-7', 'HMDB': 'HMDB0000051', 'MESH': 'D000641', 'CHEMBL': 'CHEMBL1160819'}	C0002607
oleic acid	('CHEBI', 'CHEBI:16196')	{'CHEBI': 'CHEBI:16196', 'TEXT': 'oleic acid', 'PUBCHEM': '445639', 'HMDB': 'HMDB0000207', 'CAS': '112-79-8', 'CHEMBL': 'CHEMBL460657', 'MESH': 'D019301', 'DRUGBANK': 'DB04224'}	C0028928
limonin	('CHEBI', 'CHEBI:16226')	{'CHEBI': 'CHEBI:16226', 'TEXT': 'limonin', 'CHEMBL': 'CHEMBL517449', 'PUBCHEM': '179651', 'HMDB': 'HMDB0035921', 'CAS': '1180-71-8'}	C0064993
limonin	('CHEBI', 'CHEBI:16226')	{'CHEBI': 'CHEBI:16226', 'TEXT': 'Limonin', 'CHEMBL': 'CHEMBL517449', 'PUBCHEM': '179651', 'HMDB': 'HMDB0035921', 'CAS': '1180-71-8'}	C0064993
hydroxide	('CHEBI', 'CHEBI:16234')	{'PUBCHEM': '961', 'TEXT': 'OH', 'CAS': '14280-30-9', 'HMDB': 'HMDB0001039', 'DRUGBANK': 'DB14522', 'CHEBI': 'CHEBI:16234'}	C0700307
hydroxide	('CHEBI', 'CHEBI:16234')	{'PUBCHEM': '961', 'TEXT': 'hydroxyl', 'CAS': '14280-30-9', 'HMDB': 'HMDB0001039', 'DRUGBANK': 'DB14522', 'CHEBI': 'CHEBI:16234'}	C0700307
ethanol	('CHEBI', 'CHEBI:16236')	{'PUBCHEM': '702', 'CHEBI': 'CHEBI:16236', 'HMDB': 'HMDB0000108', 'CAS': '64-17-5', 'DRUGBANK': 'DB00898', 'CHEMBL': 'CHEMBL545', 'MESH': 'D000431', 'TEXT': 'ethanol'}	C0001975
ethanol	('CHEBI', 'CHEBI:16236')	{'CHEBI': 'CHEBI:16236', 'TEXT': 'Ethanol', 'CAS': '64-17-5', 'DRUGBANK': 'DB00898', 'PUBCHEM': '702', 'CHEMBL': 'CHEMBL545', 'MESH': 'D000431', 'HMDB': 'HMDB0000108'}	C0001975
ethanol	('CHEBI', 'CHEBI:16236')	{'PUBCHEM': '702', 'CHEBI': 'CHEBI:16236', 'HMDB': 'HMDB0000108', 'CAS': '64-17-5', 'DRUGBANK': 'DB00898', 'CHEMBL': 'CHEMBL545', 'MESH': 'D000431', 'TEXT': 'alcohol'}	C0001975
hydrogen peroxide	('CHEBI', 'CHEBI:16240')	{'PUBCHEM': '784', 'CHEBI': 'CHEBI:16240', 'DRUGBANK': 'DB11091', 'HMDB': 'HMDB0003125', 'CAS': '7722-84-1', 'CHEMBL': 'CHEMBL71595', 'TEXT': 'hydrogen peroxide'}	C0020281
quercetin	('CHEBI', 'CHEBI:16243')	{'CHEBI': 'CHEBI:16243', 'PUBCHEM': '5280343', 'HMDB': 'HMDB0005794', 'DRUGBANK': 'DB04216', 'CAS': '117-39-5', 'MESH': 'D011794', 'CHEMBL': 'CHEMBL50', 'TEXT': 'quercetin'}	C0034392
quercetin	('CHEBI', 'CHEBI:16243')	{'CHEBI': 'CHEBI:16243', 'TEXT': 'Quercetin', 'HMDB': 'HMDB0005794', 'DRUGBANK': 'DB04216', 'PUBCHEM': '5280343', 'CAS': '117-39-5', 'MESH': 'D011794', 'CHEMBL': 'CHEMBL50'}	C0034392
chitosan	('CHEBI', 'CHEBI:16261')	{'CHEBI': 'CHEBI:16261', 'TEXT': 'chitosan', 'PUBCHEM': '441477', 'CAS': '14257-69-3', 'CHEMBL': 'CHEMBL234432', 'MESH': 'D048271', 'HMDB': 'HMDB0030091'}	C0162969
nitrite	('CHEBI', 'CHEBI:16301')	{'CHEBI': 'CHEBI:16301', 'TEXT': 'nitrite', 'PUBCHEM': '946', 'CAS': '14797-65-0', 'DRUGBANK': 'DB12529'}	C0028137
phosphatidic acid	('CHEBI', 'CHEBI:16337')	{'CHEBI': 'CHEBI:16337', 'PUBCHEM': '8144759', 'MESH': 'D010712', 'TEXT': 'PA'}	C0030428
iodide	('CHEBI', 'CHEBI:16382')	{'CHEBI': 'CHEBI:16382', 'TEXT': 'iodide', 'HMDB': 'HMDB0012238', 'CAS': '20461-54-5', 'DRUGBANK': 'DB12754', 'CHEMBL': 'CHEMBL185537', 'PUBCHEM': '30165'}	C0021966
lipopolysaccharide	('CHEBI', 'CHEBI:16412')	{'CHEBI': 'CHEBI:16412', 'MESH': 'D008070', 'HMDB': 'HMDB0013470', 'TEXT': 'LPS'}	C0023810
NADPH	('CHEBI', 'CHEBI:16474')	{'PUBCHEM': '5884', 'CHEBI': 'CHEBI:16474', 'HMDB': 'HMDB0000221', 'CHEMBL': 'CHEMBL407009', 'DRUGBANK': 'DB02338', 'CAS': '53-57-6', 'TEXT': 'NADPH'}	C0027270
nitric oxide	('CHEBI', 'CHEBI:16480')	{'HMDB': 'HMDB0003378', 'CHEBI': 'CHEBI:16480', 'PUBCHEM': '145068', 'CHEMBL': 'CHEMBL1200689', 'DRUGBANK': 'DB00435', 'CAS': '10102-43-9', 'MESH': 'D009569', 'TEXT': 'NO'}	C0028128
nitric oxide	('CHEBI', 'CHEBI:16480')	{'CHEBI': 'CHEBI:16480', 'TEXT': 'Nitric oxide', 'CHEMBL': 'CHEMBL1200689', 'DRUGBANK': 'DB00435', 'CAS': '10102-43-9', 'PUBCHEM': '145068', 'HMDB': 'HMDB0003378', 'MESH': 'D009569'}	C0028128
nitric oxide	('CHEBI', 'CHEBI:16480')	{'PUBCHEM': '145068', 'CHEBI': 'CHEBI:16480', 'CHEMBL': 'CHEMBL1200689', 'DRUGBANK': 'DB00435', 'CAS': '10102-43-9', 'HMDB': 'HMDB0003378', 'MESH': 'D009569', 'TEXT': 'nitric oxide'}	C0028128
carbohydrate	('CHEBI', 'CHEBI:16646')	{'CHEBI': 'CHEBI:16646', 'TEXT': 'carbohydrate', 'MESH': 'D002241'}	C0007004
adenine	('CHEBI', 'CHEBI:16708')	{'CHEBI': 'CHEBI:16708', 'TEXT': 'adenine', 'CHEMBL': 'CHEMBL226345', 'CAS': '73-24-5', 'HMDB': 'HMDB0000034', 'PUBCHEM': '190', 'MESH': 'D000225', 'DRUGBANK': 'DB00173'}	C0001407
benzene	('CHEBI', 'CHEBI:16716')	{'CHEBI': 'CHEBI:16716', 'TEXT': 'benzene', 'HMDB': 'HMDB0001505', 'MESH': 'D001554', 'CHEMBL': 'CHEMBL277500', 'CAS': '71-43-2', 'PUBCHEM': '241'}	C0005036
E-cinnamaldehyde	('CHEBI', 'CHEBI:16731')	{'PUBCHEM': '637511', 'TEXT': 'cinnamaldehyde', 'HMDB': 'HMDB0003441', 'CHEMBL': 'CHEMBL293492', 'CHEBI': 'CHEBI:16731', 'DRUGBANK': 'DB14184', 'CAS': '14371-10-9'}	C0055754
orotic acid	('CHEBI', 'CHEBI:16742')	{'CHEBI': 'CHEBI:16742', 'TEXT': 'orotic acid', 'PUBCHEM': '967', 'CAS': '65-86-1', 'HMDB': 'HMDB0000226', 'DRUGBANK': 'DB02262', 'CHEMBL': 'CHEMBL1235017'}	C0029300
ADP	('CHEBI', 'CHEBI:16761')	{'CHEBI': 'CHEBI:16761', 'PUBCHEM': '6022', 'DRUGBANK': 'DB03431', 'HMDB': 'HMDB0001341', 'CHEMBL': 'CHEMBL14830', 'CAS': '20398-34-9', 'TEXT': 'ADP'}	C0523452
scopolamine	('CHEBI', 'CHEBI:16794')	{'CHEBI': 'CHEBI:16794', 'TEXT': 'scopolamine', 'PUBCHEM': '3000322', 'HMDB': 'HMDB0003573', 'CHEMBL': 'CHEMBL1906925', 'DRUGBANK': 'DB00747', 'MESH': 'D012601', 'CAS': '51-34-3'}	C0036442
melatonin	('CHEBI', 'CHEBI:16796')	{'CHEBI': 'CHEBI:16796', 'TEXT': 'Melatonin', 'CHEMBL': 'CHEMBL45', 'PUBCHEM': '896', 'DRUGBANK': 'DB01065', 'MESH': 'D008550', 'CAS': '73-31-4', 'HMDB': 'HMDB0001389'}	C0025219
dehydroepiandrosterone sulfate	('CHEBI', 'CHEBI:16814')	{'PUBCHEM': '12594', 'TEXT': 'DHEAS', 'CHEMBL': 'CHEMBL259898', 'CHEBI': 'CHEBI:16814', 'MESH': 'D019314', 'CAS': '651-48-9', 'DRUGBANK': 'DB05804', 'HMDB': 'HMDB0001032'}	C0057277
glutathione	('CHEBI', 'CHEBI:16856')	{'CHEBI': 'CHEBI:16856', 'TEXT': 'Glutathione', 'PUBCHEM': '124886', 'CAS': '70-18-8', 'MESH': 'D005978', 'DRUGBANK': 'DB00143', 'CHEMBL': 'CHEMBL1543', 'HMDB': 'HMDB0000125'}	C0034917
glutathione	('CHEBI', 'CHEBI:16856')	{'PUBCHEM': '124886', 'CHEBI': 'CHEBI:16856', 'HMDB': 'HMDB0000125', 'CAS': '70-18-8', 'MESH': 'D005978', 'DRUGBANK': 'DB00143', 'CHEMBL': 'CHEMBL1543', 'TEXT': 'glutathione'}	C0034917
glutathione	('CHEBI', 'CHEBI:16856')	{'PUBCHEM': '124886', 'CHEBI': 'CHEBI:16856', 'HMDB': 'HMDB0000125', 'CAS': '70-18-8', 'MESH': 'D005978', 'DRUGBANK': 'DB00143', 'CHEMBL': 'CHEMBL1543', 'TEXT': 'GSH'}	C0034917
gamma-aminobutyric acid	('CHEBI', 'CHEBI:16865')	{'PUBCHEM': '119', 'TEXT': 'GABA', 'CHEBI': 'CHEBI:16865', 'DRUGBANK': 'DB02530', 'CAS': '56-12-2', 'CHEMBL': 'CHEMBL96', 'HMDB': 'HMDB0000112', 'MESH': 'D005680'}	C0016904
NADH	('CHEBI', 'CHEBI:16908')	{'CHEBI': 'CHEBI:16908', 'TEXT': 'NADH', 'DRUGBANK': 'DB00157', 'CAS': '58-68-4', 'PUBCHEM': '439153', 'HMDB': 'HMDB0001487'}	C0027289
